,COD_REGION,REGION,COD_PROVIN,PROVINCIA,CUT,ID_COM,COMUNA,TOTAL_PERS,TOTAL_HOMB,TOTAL_MUJE,PERSONAS_0,PERSONAS_6,PERSONAS_1,PERSONAS_M,PERSONAS_E,PUEBLOS_IN,TOTAL_VIV_,TOTAL_VI_1,VIV_OCUPA_,TOTAL_VIVI,CANTIDAD_H,VIV_TIPO_C,VIV_TIPO_D,VIV_TIPO_T,VIV_TIPO_P,VIV_TIPO_M,VIV_TIPO_1,VIV_TIPO_O,VIV_PARED_,VIV_PARE_1,VIV_PARE_2,VIV_PARE_3,VIV_PARE_4,VIV_PARE_5,VIV_TECHO_,VIV_TECH_1,VIV_TECH_2,VIV_TECH_3,VIV_TECH_4,VIV_TECH_5,VIV_TECH_6,VIV_PISO_P,VIV_PISO_R,VIV_PISO_B,VIV_PISO_C,VIV_PISO_T,VIV_MATERI,VIV_MATE_1,VIV_MATE_2,VIV_AGUA_R,VIV_AGUA_P,VIV_AGUA_C,VIV_AGUA_1,lat_comuna,lon_comuna,color
0,1,REGIÃ“N DE TARAPACÃ,11,IQUIQUE,1101,1101,IQUIQUE,190406,94007,96079,15433,22608,131761,16841,26581,32425,66493,259,55775,66752,59990,38243,22466,20,4466,583,55,660,20644,24237,7236,2759,83,340,15450,17203,21041,651,43,584,181,50039,1119,2573,944,330,47004,6758,986,54729,30,462,27,-20.940615120799983,-70.04153835200005,#f632a3
1,1,REGIÃ“N DE TARAPACÃ,11,IQUIQUE,1107,1107,ALTO HOSPICIO,106298,53099,53138,9775,17017,71518,3857,11423,31255,32481,16,27816,32497,29050,25989,4125,12,435,1549,32,339,6067,15821,2780,2492,46,467,7391,7641,11354,316,18,667,186,21215,1443,2471,1409,967,19741,6006,1626,26228,61,1261,21,-20.189946452699996,-70.01096214380003,#f632a3
2,1,REGIÃ“N DE TARAPACÃ,14,TAMARUGAL,1401,1401,POZO ALMONTE,14893,8182,6587,890,1772,8667,848,1662,6404,8851,34,4051,8885,4155,7831,4,31,245,539,10,191,331,2317,797,441,79,72,929,112,2737,74,17,123,31,2720,480,389,257,170,2403,1298,298,3285,385,279,66,-20.76764844930001,-69.50423629910003,#1381c0
3,1,REGIÃ“N DE TARAPACÃ,14,TAMARUGAL,1402,1402,CAMIÃ‘A,1242,653,589,73,134,772,136,113,1067,1082,4,471,1086,477,822,10,12,13,213,1,11,24,252,75,83,28,1,80,6,367,4,1,3,1,246,58,47,92,21,192,245,20,349,10,3,92,-19.373449845900005,-69.5053391192,#1381c0
4,1,REGIÃ“N DE TARAPACÃ,14,TAMARUGAL,1403,1403,COLCHANE,1313,736,557,58,92,872,143,131,1097,2001,4,448,2005,464,808,2,1135,10,32,1,13,3,41,10,6,380,2,35,2,328,2,69,3,0,48,57,41,113,173,23,229,175,167,23,1,239,-19.353023473599997,-68.84421887620002,#1381c0
5,1,REGIÃ“N DE TARAPACÃ,14,TAMARUGAL,1404,1404,HUARA,2703,1451,1178,133,249,1662,266,356,1625,2845,8,925,2853,947,2250,3,61,50,442,0,39,107,261,256,205,59,33,200,12,608,20,9,62,8,438,161,99,104,119,327,424,161,542,85,64,228,-19.60258684459999,-69.66289650530004,#1381c0
6,1,REGIÃ“N DE TARAPACÃ,14,TAMARUGAL,1405,1405,PICA,9260,6473,2678,314,524,7323,559,979,3307,2680,23,1582,2703,1620,2406,5,11,34,166,1,57,153,666,392,202,143,21,363,41,1071,20,39,35,2,1089,185,154,97,37,876,602,76,1293,197,55,27,-20.478953196800003,-68.9122031293,#1381c0
7,2,REGIÃ“N DE ANTOFAGASTA,21,ANTOFAGASTA,2101,2101,ANTOFAGASTA,355374,177675,177256,24510,41962,250738,25812,33649,25797,110683,173,97257,110856,104128,79022,27825,29,707,2415,38,647,38200,48985,5081,3588,227,431,27999,30464,36228,655,17,699,134,86475,2993,4278,1432,816,83308,10630,1602,94507,144,1155,417,-24.276722395699977,-69.41008865569988,#1381c0
8,2,REGIÃ“N DE ANTOFAGASTA,21,ANTOFAGASTA,2102,2102,MEJILLONES,13297,7871,5392,825,1370,9845,597,1801,1166,3946,239,3020,4185,3400,3215,472,1,13,193,5,47,754,1605,398,209,1,41,745,598,1583,33,1,33,6,2491,188,174,106,29,2343,549,79,2666,3,322,2,-22.946578352899998,-70.2030457945,#1381c0
9,2,REGIÃ“N DE ANTOFAGASTA,21,ANTOFAGASTA,2103,2103,SIERRA GORDA,10158,8015,1128,84,188,7870,46,575,1378,527,42,343,569,358,466,0,0,21,36,1,3,34,123,107,58,9,9,48,5,285,1,0,1,0,284,29,9,15,5,231,93,15,331,0,9,1,-23.256414363999998,-69.3055670988,#1381c0
10,2,REGIÃ“N DE ANTOFAGASTA,21,ANTOFAGASTA,2104,2104,TALTAL,13127,7059,5704,819,1519,8104,1027,319,3258,4485,45,3432,4530,3564,4076,3,49,19,256,26,56,386,1625,902,443,13,51,694,72,2522,18,0,63,22,2715,180,196,170,130,2429,761,185,2821,2,566,6,-25.313303173899996,-69.86520402149996,#1381c0
11,2,REGIÃ“N DE ANTOFAGASTA,22,EL LOA,2201,2201,CALAMA,164819,85298,79313,11337,20252,115542,9389,17931,38581,56765,343,46162,57108,48293,49856,3676,136,1579,688,25,805,12842,26117,3044,1216,2111,420,15043,3783,25518,420,44,653,103,39852,1430,2810,907,458,36704,7165,1296,44725,54,726,131,-22.162118914900013,-68.6297098246,#1381c0
12,2,REGIÃ“N DE ANTOFAGASTA,22,EL LOA,2202,2202,OLLAGÃœE,321,164,111,20,32,196,21,83,215,427,12,94,439,102,173,0,0,6,234,1,13,0,52,24,5,13,0,20,0,67,0,4,3,0,71,13,3,4,3,57,31,6,83,0,10,0,-21.458240647099995,-68.31325798620001,#1381c0
13,2,REGIÃ“N DE ANTOFAGASTA,22,EL LOA,2203,2203,SAN PEDRO DE ATACAMA,10819,5979,4759,482,872,8041,585,1513,5479,3948,171,2836,4119,2982,3385,5,78,227,126,6,121,109,1366,340,131,844,32,423,13,2075,33,216,54,1,1686,547,264,200,114,1200,1429,174,2480,37,182,115,-23.401763181399996,-67.9093983783,#1381c0
14,2,REGIÃ“N DE ANTOFAGASTA,23,TOCOPILLA,2301,2301,TOCOPILLA,25076,12324,12655,1948,3294,16157,2380,1187,1738,10605,49,7804,10654,7979,8565,1110,3,48,789,12,78,1764,3778,1640,478,26,69,2402,906,4207,77,0,97,32,7007,134,413,101,68,6434,1042,193,7489,2,236,1,-21.997571084699988,-70.02122445579998,#f632a3
15,2,REGIÃ“N DE ANTOFAGASTA,23,TOCOPILLA,2302,2302,MARÃA ELENA,6434,3860,2345,151,500,4669,160,361,697,1860,93,1425,1953,1448,1793,3,1,25,7,1,30,486,679,102,31,96,14,408,4,960,2,1,23,3,1326,18,32,17,15,1186,166,37,1343,0,59,0,-22.092937036800002,-69.46706747459999,#1381c0
16,3,REGIÃ“N DE ATACAMA,31,COPIAPÃ“,3101,3101,COPIAPÃ“,153722,76263,77142,11045,18603,104031,11824,4984,26508,55432,109,45515,55541,46877,46545,6811,8,351,1477,35,205,7257,27528,4996,3046,2153,325,8019,3663,32981,222,29,216,39,40165,1118,1779,1355,575,36371,7509,907,43184,375,1602,47,-27.32051902439997,-69.82547164999987,#f632a3
17,3,REGIÃ“N DE ATACAMA,31,COPIAPÃ“,3102,3102,CALDERA,17326,8815,8388,798,1967,11182,1195,249,2903,15464,39,5542,15503,5703,12621,70,16,92,2457,67,141,729,2964,1165,516,46,56,1001,79,4271,31,15,51,15,4499,298,313,274,94,4035,1262,139,4750,12,729,8,-27.141122694099995,-70.68213358909999,#1381c0
18,3,REGIÃ“N DE ATACAMA,31,COPIAPÃ“,3103,3103,TIERRA AMARILLA,13876,7504,6076,826,1702,8661,846,379,4213,4655,39,3768,4694,3858,4318,4,4,41,263,2,23,156,1573,890,677,423,34,235,5,3455,12,16,13,5,2875,116,328,335,73,2169,1438,106,2868,155,666,57,-27.86354340000002,-69.67069301500001,#1381c0
19,3,REGIÃ“N DE ATACAMA,32,CHAÃ‘ARAL,3201,3201,CHAÃ‘ARAL,12209,6184,5917,702,1445,7813,1008,91,1142,6120,31,3686,6151,3750,5822,74,0,10,180,6,28,322,1798,1091,356,12,95,229,71,3265,31,3,59,5,3192,124,209,88,40,2830,671,136,3332,4,325,3,-26.37253710130002,-70.33797460679995,#1381c0
20,3,REGIÃ“N DE ATACAMA,32,CHAÃ‘ARAL,3202,3202,DIEGO DE ALMAGRO,13909,7117,6255,618,1590,9185,626,220,1570,6812,101,4515,6913,4595,6192,520,0,35,30,1,34,381,2594,898,278,285,53,646,670,3111,5,1,29,5,4040,118,117,135,34,3563,762,98,4105,1,347,13,-26.236152679,-69.18603892579996,#1381c0
21,3,REGIÃ“N DE ATACAMA,33,HUASCO,3301,3301,VALLENAR,51196,24943,26109,3613,5747,33032,5646,669,11953,19025,62,15452,19087,15926,17776,504,12,77,514,20,122,2853,8187,2340,1036,784,184,4659,309,10032,92,30,180,35,12094,794,1174,889,340,10803,3859,540,14227,139,575,400,-28.59321098529996,-70.60172996270009,#f632a3
22,3,REGIÃ“N DE ATACAMA,33,HUASCO,3302,3302,ALTO DEL CARMEN,5281,2549,2282,220,464,3031,699,46,2697,2895,24,1745,2919,1764,2530,4,22,22,268,3,46,109,677,354,205,371,19,214,1,1437,13,31,27,7,779,258,276,241,178,595,921,206,1399,100,107,127,-28.99050036819997,-70.15642288809995,#1381c0
23,3,REGIÃ“N DE ATACAMA,33,HUASCO,3303,3303,FREIRINA,6993,3418,3447,444,675,4380,749,22,980,3498,12,2262,3510,2326,3044,0,1,19,410,3,21,205,1048,520,323,122,31,315,3,1886,8,2,23,3,1592,191,157,195,111,1347,752,133,1693,64,459,24,-28.8119566657,-71.17882018060001,#f632a3
24,3,REGIÃ“N DE ATACAMA,33,HUASCO,3304,3304,HUASCO,9667,4947,4638,489,936,6217,943,107,1274,5987,25,3166,6012,3214,5217,186,4,18,522,8,32,419,1643,625,375,54,33,509,47,2489,29,1,48,6,2439,199,239,146,116,2168,793,152,2694,113,319,11,-28.24625867889999,-71.02809807659999,#1381c0
25,4,REGIÃ“N DE COQUIMBO,41,ELQUI,4101,4101,LA SERENA,220258,105013,114635,14692,25116,148601,21531,4073,17408,87035,195,67323,87230,69200,67904,17807,8,189,701,39,387,17765,38645,6848,2180,1490,118,23146,6825,36459,264,12,141,42,61364,1279,2505,1314,321,58333,7642,523,63545,1447,1334,523,-29.789113800599925,-71.06082086189984,#f632a3
26,4,REGIÃ“N DE COQUIMBO,41,ELQUI,4102,4102,COQUIMBO,225700,108561,116712,15833,25654,150421,21165,3952,16317,88340,160,67014,88500,68534,76798,10211,11,307,619,27,367,12786,42198,7045,2342,2201,156,19185,3343,43391,377,16,173,48,60026,1619,2961,1485,278,56106,9441,526,63536,1185,1548,183,-30.227417563400042,-71.35898719869991,#f632a3
27,4,REGIÃ“N DE COQUIMBO,41,ELQUI,4103,4103,ANDACOLLO,11025,5441,5477,599,1142,7005,1141,0,525,4485,15,3463,4500,3544,4304,24,1,25,86,2,43,159,1635,683,292,664,22,420,2,2974,29,1,10,5,2748,128,214,244,112,2035,1257,135,3035,88,284,34,-30.259431242800005,-71.10063776590002,#f632a3
28,4,REGIÃ“N DE COQUIMBO,41,ELQUI,4104,4104,LA HIGUERA,4199,2117,1941,285,370,2112,443,32,367,2624,16,1445,2640,1463,2412,0,1,14,161,2,34,47,258,748,279,83,24,161,0,1223,23,0,25,3,1074,69,101,108,85,810,514,105,1099,154,160,17,-29.37477712580002,-70.90256487979997,#1381c0
29,4,REGIÃ“N DE COQUIMBO,41,ELQUI,4105,4105,PAIGUANO,4493,2227,2248,175,329,2952,545,50,300,2344,25,1595,2369,1608,2254,0,2,16,48,5,19,59,600,332,161,428,13,145,1,1423,4,2,8,4,1047,129,189,175,52,706,813,66,1400,14,29,144,-30.237630896200006,-70.36974702190001,#f632a3
30,4,REGIÃ“N DE COQUIMBO,41,ELQUI,4106,4106,VICUÃ‘A,27763,13691,13912,1630,3170,17886,2829,224,2756,10731,45,8730,10776,8920,10345,60,7,29,237,14,39,615,5014,1474,602,953,51,981,26,7607,27,4,37,9,6926,348,758,492,151,5895,2555,193,8203,200,161,137,-29.89189313089997,-70.38145783090013,#f632a3
31,4,REGIÃ“N DE COQUIMBO,42,CHOAPA,4201,4201,ILLAPEL,30547,14532,15907,1889,3314,19116,3692,131,1717,12144,35,10022,12179,10121,11483,210,2,49,331,12,57,505,5584,2612,951,326,20,691,74,9177,20,0,17,5,8272,347,630,542,171,7365,2375,195,8658,508,519,275,-31.54951592930001,-70.97056826049996,#f632a3
32,4,REGIÃ“N DE COQUIMBO,42,CHOAPA,4202,4202,CANELA,9051,4506,4387,316,625,5362,1439,6,278,5249,8,3375,5257,3403,4830,0,5,20,354,3,37,56,1255,888,433,710,19,122,4,3204,6,6,5,9,2039,270,339,422,284,1535,1512,297,1899,465,644,346,-31.401838913300022,-71.39438419860005,#1381c0
33,4,REGIÃ“N DE COQUIMBO,42,CHOAPA,4203,4203,LOS VILOS,21096,10768,10132,1060,2074,13717,2126,437,979,13154,48,7144,13202,7204,12852,10,2,25,208,4,53,473,3797,1955,636,250,11,928,14,6124,25,2,11,2,6213,223,326,262,71,5514,1470,86,6181,328,373,217,-31.977943912999994,-71.30425456769994,#1381c0
34,4,REGIÃ“N DE COQUIMBO,42,CHOAPA,4204,4204,SALAMANCA,29095,15545,13496,1685,2899,19354,3114,325,2375,10493,85,8635,10578,8776,9972,132,1,34,283,20,51,350,4843,2135,872,328,52,768,95,7636,18,2,24,7,6335,589,852,633,137,5562,2734,182,7796,192,409,153,-31.893582937899982,-70.6619085753,#1381c0
35,4,REGIÃ“N DE COQUIMBO,43,LIMARÃ,4301,4301,OVALLE,109831,52314,56864,7381,12430,71195,11415,919,9834,41633,53,34303,41686,34984,38564,1571,6,201,1078,23,190,2985,22714,4601,2214,1553,102,5428,753,27576,176,14,104,22,28520,1019,2459,1498,525,25850,7346,668,31286,986,1557,222,-30.67301054620011,-71.40530543060004,#f632a3
36,4,REGIÃ“N DE COQUIMBO,43,LIMARÃ,4302,4302,COMBARBALÃ,13239,6462,6529,595,1056,8076,2060,35,1038,6929,19,4840,6948,4911,6548,4,7,25,306,6,33,103,2308,844,473,1048,40,217,2,4552,7,3,12,9,3015,351,508,624,311,2237,2205,338,3634,437,547,174,-31.146454574100012,-70.96573564919993,#f632a3
37,4,REGIÃ“N DE COQUIMBO,43,LIMARÃ,4303,4303,MONTE PATRIA,30687,15042,15322,1889,3156,19528,3173,49,2259,13012,31,10215,13043,10381,12057,0,4,79,807,6,59,303,4591,2348,1358,1509,64,584,14,9482,29,2,35,5,6917,684,1047,1076,419,5212,4413,465,9053,308,509,257,-30.834195204200075,-70.65060868900014,#f632a3
38,4,REGIÃ“N DE COQUIMBO,43,LIMARÃ,4304,4304,PUNITAQUI,10808,5266,5362,680,1209,6601,1259,21,1199,4743,6,3695,4749,3737,4466,2,3,13,227,8,24,79,1943,765,502,352,36,212,6,3410,9,1,25,4,2286,293,380,445,269,1895,1462,294,2455,548,524,135,-30.94610056069999,-71.33262740229999,#f632a3
39,4,REGIÃ“N DE COQUIMBO,43,LIMARÃ,4305,4305,RÃO HURTADO,4277,2070,2071,143,337,2187,695,8,228,2750,13,1686,2763,1698,2528,1,3,13,184,6,15,37,719,269,93,547,14,108,0,1528,4,1,30,0,1121,90,133,197,132,741,781,141,1434,61,82,80,-30.430679489699983,-70.65373919800003,#f632a3
40,5,REGIÃ“N DE VALPARAÃSO,51,VALPARAÃSO,5101,5101,VALPARAÃSO,294944,143336,150848,17819,26696,201559,36534,4183,18009,116662,359,97636,117021,101063,83486,30662,18,704,1255,29,508,26819,31093,22995,6319,8828,982,19157,13719,61080,258,17,2392,88,92606,746,2444,865,89,75707,17327,3161,94532,539,1585,136,-32.99788365610007,-71.75333985530006,#f632a3
41,5,REGIÃ“N DE VALPARAÃSO,51,VALPARAÃSO,5102,5102,CASABLANCA,26813,13238,13434,1686,2695,17446,2829,289,1458,11564,18,8668,11582,8761,10192,1147,2,42,106,11,64,771,3893,2901,739,301,33,1520,350,6672,31,0,50,7,7882,184,333,201,20,6923,1571,98,7224,1235,130,29,-33.315666537200045,-71.43497909459994,#f632a3
42,5,REGIÃ“N DE VALPARAÃSO,51,VALPARAÃSO,5103,5103,CONCÃ“N,42088,20267,21775,2734,4408,28420,4426,1431,2013,20237,24,13671,20261,13903,11410,8545,4,46,109,2,121,4910,3764,4171,728,42,22,4315,2588,6555,72,2,52,4,12841,176,405,144,14,12028,1406,87,13031,128,432,7,-32.95329771410001,-71.4678670083,#f632a3
43,5,REGIÃ“N DE VALPARAÃSO,51,VALPARAÃSO,5104,5104,JUAN FERNÃNDEZ,907,482,422,78,110,638,78,29,58,435,7,348,442,350,423,0,0,3,7,0,2,4,5,309,27,1,2,44,0,300,0,0,1,0,342,2,1,2,0,309,32,3,305,3,0,38,-33.7155812293,-79.8701772623,#1381c0
44,5,REGIÃ“N DE VALPARAÃSO,51,VALPARAÃSO,5105,5105,PUCHUNCAVÃ,18500,9258,9100,1051,1791,11932,2265,264,905,17416,15,6352,17431,6414,15251,1765,0,17,222,6,155,397,1540,3473,819,75,26,1366,56,4833,35,3,23,8,5549,256,340,132,31,4763,1447,75,3897,1507,843,52,-32.7453043053,-71.38792301009998,#1381c0
45,5,REGIÃ“N DE VALPARAÃSO,51,VALPARAÃSO,5107,5107,QUINTERO,31286,15300,15782,1835,3040,20198,3447,450,1908,17233,25,10244,17258,10418,15435,1404,3,46,213,13,119,1533,3763,3774,997,68,38,2669,494,6864,47,1,53,19,9148,297,461,207,22,8152,1809,100,7423,2396,186,76,-32.84318083289998,-71.47323045920002,#f632a3
46,5,REGIÃ“N DE VALPARAÃSO,51,VALPARAÃSO,5109,5109,VIÃ‘A DEL MAR,332875,157733,174630,17868,27680,227375,45765,7898,18232,146444,273,115970,146717,118981,77373,67260,18,324,1016,5,448,48296,36618,22132,5918,1881,574,23889,29180,60464,259,13,1053,95,109661,1165,2958,1148,90,100891,11812,1623,113657,382,1044,137,-33.0288002962999,-71.5154312157001,#f632a3
47,5,REGIÃ“N DE VALPARAÃSO,52,ISLA DE PASCUA,5201,5201,ISLA DE PASCUA,7487,3695,3792,585,905,5396,428,329,3831,2902,111,2327,3013,2392,2673,1,108,15,36,5,64,262,629,1241,152,13,20,231,4,2059,6,0,14,0,2000,129,119,52,8,1834,423,36,2199,33,57,15,-27.089232552600002,-109.477524207,#f632a3
48,5,REGIÃ“N DE VALPARAÃSO,53,LOS ANDES,5301,5301,LOS ANDES,65755,32528,33046,4072,6669,44208,7184,1248,2991,23549,80,20583,23629,20848,19509,3761,1,89,104,15,70,3261,14195,1520,460,1017,44,5136,1229,13936,51,6,56,19,18551,249,1289,261,33,17188,2982,113,19964,186,90,154,-32.950922179800024,-70.2435624785,#f632a3
49,5,REGIÃ“N DE VALPARAÃSO,53,LOS ANDES,5302,5302,CALLE LARGA,14816,7289,7470,1008,1578,9674,1377,127,737,5477,4,4660,5481,4697,5307,0,0,20,128,1,21,513,2672,789,305,355,10,1012,31,3549,23,0,14,1,3963,172,316,138,22,3463,1094,39,4285,239,76,16,-32.95077282379999,-70.54465945900004,#f632a3
50,5,REGIÃ“N DE VALPARAÃSO,53,LOS ANDES,5303,5303,RINCONADA,10178,5078,5027,653,1160,6611,926,96,545,3612,11,3150,3623,3181,3515,0,0,9,71,4,13,250,2018,495,166,201,8,563,12,2552,6,0,3,3,2690,118,180,123,17,2437,663,24,2941,90,78,14,-32.87633967210001,-70.7061975531,#1381c0
51,5,REGIÃ“N DE VALPARAÃSO,53,LOS ANDES,5304,5304,SAN ESTEBAN,18833,9227,9492,1217,1983,11856,1935,116,772,7306,6,6070,7312,6157,7107,43,5,24,102,1,24,578,3378,1193,391,508,11,985,8,5025,17,2,7,4,5268,173,348,181,51,4577,1369,65,5541,220,54,215,-32.6863307937,-70.34775852610002,#f632a3
52,5,REGIÃ“N DE VALPARAÃSO,54,PETORCA,5401,5401,LA LIGUA,35124,17143,17872,2080,3493,23159,3853,298,2317,17054,24,11714,17078,11923,15453,1296,2,40,183,9,71,738,4708,4779,1274,147,29,1614,351,9625,25,1,23,12,10144,237,808,401,42,8947,2544,85,10649,552,387,66,-32.353590159900016,-71.27170160229998,#f632a3
53,5,REGIÃ“N DE VALPARAÃSO,54,PETORCA,5402,5402,CABILDO,19347,9367,9850,1165,2139,12614,2022,77,704,7030,12,6143,7042,6218,6558,311,1,27,103,1,29,261,2311,2700,702,124,15,561,87,5394,23,0,22,6,5121,167,419,341,41,4457,1524,72,5586,442,13,37,-32.41735808240002,-70.8235358129,#f632a3
54,5,REGIÃ“N DE VALPARAÃSO,54,PETORCA,5403,5403,PAPUDO,6350,3298,2986,345,523,4386,678,51,492,5812,9,1935,5821,1965,3452,2278,0,2,68,2,10,149,281,1296,184,16,3,270,43,1606,3,0,5,0,1736,57,76,51,5,1554,357,10,1805,45,67,6,-32.47493512329999,-71.38032780829998,#1381c0
55,5,REGIÃ“N DE VALPARAÃSO,54,PETORCA,5404,5404,PETORCA,9775,4801,4864,465,850,6101,1097,119,484,4410,11,3416,4421,3453,4247,2,2,12,121,0,26,124,1106,1560,410,200,9,182,2,3197,8,3,4,4,2615,134,333,283,35,2181,1155,51,2986,227,109,82,-32.1905086567,-70.86990602800005,#f632a3
56,5,REGIÃ“N DE VALPARAÃSO,54,PETORCA,5405,5405,ZAPALLAR,7332,3648,3588,396,615,4730,889,119,435,6952,7,2470,6959,2496,6168,693,0,7,50,6,28,202,667,1320,218,49,6,531,29,1867,17,3,11,1,2195,84,106,70,6,1938,493,21,2002,321,104,30,-32.587482807800015,-71.3362776202,#1381c0
57,5,REGIÃ“N DE VALPARAÃSO,55,QUILLOTA,5501,5501,QUILLOTA,89540,42747,46657,5748,9532,59133,10819,1352,4214,33032,38,28719,33070,29333,29145,3430,3,66,248,4,136,4845,17274,4425,1328,715,54,6348,1292,20741,58,3,93,11,26646,377,1060,403,43,24679,3573,166,27039,1293,123,73,-32.904747649100024,-71.27242104149995,#f632a3
58,5,REGIÃ“N DE VALPARAÃSO,55,QUILLOTA,5502,5502,CALERA,50449,24255,25917,3415,5680,33411,6218,745,2587,18075,13,15837,18088,16084,14711,2968,1,144,200,9,42,2341,9687,2594,891,225,57,2785,940,11915,44,3,48,18,14498,210,646,335,38,13452,2102,120,15329,280,134,28,-32.79385638739999,-71.15705314899999,#f632a3
59,5,REGIÃ“N DE VALPARAÃSO,55,QUILLOTA,5503,5503,HIJUELAS,17985,9016,8932,1289,2051,12119,1967,205,789,6587,6,5609,6593,5713,6383,2,1,26,151,3,21,195,1694,2788,804,91,22,456,7,5098,11,0,17,3,5023,166,222,161,12,4246,1269,51,4785,653,133,23,-32.86930230669999,-71.08111077469997,#1381c0
60,5,REGIÃ“N DE VALPARAÃSO,55,QUILLOTA,5504,5504,LA CRUZ,22054,10609,11378,1798,2679,14641,2046,347,901,8039,3,7062,8042,7099,7647,266,0,17,84,1,24,923,4250,1299,374,176,19,2766,117,4073,28,0,36,3,6693,36,199,83,13,6150,794,60,6666,348,8,21,-32.8253212446,-71.2404787004,#f632a3
61,5,REGIÃ“N DE VALPARAÃSO,55,QUILLOTA,5506,5506,NOGALES,22038,10742,11273,1494,2430,14410,2633,138,1055,7656,9,6830,7665,6930,7413,60,2,18,115,5,43,419,3554,2100,575,146,23,657,12,6089,18,1,15,10,6186,146,263,176,26,5550,1175,55,6163,513,79,44,-32.69143471680001,-71.17610187979997,#f632a3
62,5,REGIÃ“N DE VALPARAÃSO,56,SAN ANTONIO,5601,5601,SAN ANTONIO,91020,44393,46466,6054,9639,60439,10677,1070,7893,32293,82,28410,32375,28861,28267,3324,9,128,409,11,145,3915,12617,9376,2140,181,74,5904,1258,20842,89,3,99,19,26210,563,1027,381,31,23855,4039,187,27396,511,190,103,-33.667147515499956,-71.48693052809996,#f632a3
63,5,REGIÃ“N DE VALPARAÃSO,56,SAN ANTONIO,5602,5602,ALGARROBO,13798,6555,6912,660,1045,8440,2018,242,874,19934,12,5011,19946,5063,14426,5327,2,10,98,4,67,589,1575,2336,410,55,21,1864,191,2874,18,2,24,3,4529,148,233,59,8,4100,815,46,3526,1099,312,22,-33.32944823369999,-71.59939564670002,#f632a3
64,5,REGIÃ“N DE VALPARAÃSO,56,SAN ANTONIO,5603,5603,CARTAGENA,22684,11168,11371,1103,1918,14181,3046,193,1623,15735,20,7616,15755,7726,15065,279,0,52,202,2,135,567,1479,4193,1155,155,34,1144,122,6221,33,0,41,7,6775,261,397,121,26,5553,1903,87,6687,318,496,25,-33.53381430160002,-71.44220821170003,#f632a3
65,5,REGIÃ“N DE VALPARAÃSO,56,SAN ANTONIO,5604,5604,EL QUISCO,15857,7613,7919,688,1188,9353,2719,355,1148,18220,51,5748,18271,5819,17028,913,5,24,134,8,108,472,1550,3099,544,29,15,1444,198,4004,21,0,19,3,5245,120,254,63,6,4690,933,36,5097,370,214,14,-33.4150669686,-71.651188756,#f632a3
66,5,REGIÃ“N DE VALPARAÃSO,56,SAN ANTONIO,5605,5605,EL TABO,13143,6479,6417,568,920,7881,2232,174,823,20497,27,4978,20524,5035,17762,2380,5,36,222,6,86,420,711,3012,748,44,23,1010,92,3781,24,1,31,4,4404,161,278,71,23,3680,1171,67,3294,586,1031,20,-33.482883832999995,-71.58063435460001,#1381c0
67,5,REGIÃ“N DE VALPARAÃSO,56,SAN ANTONIO,5606,5606,SANTO DOMINGO,10831,5387,5420,635,1105,7121,1151,168,580,7796,8,3536,7804,3573,6413,1239,2,4,89,5,44,395,1154,1671,266,21,14,1243,123,2123,13,1,8,2,3265,77,127,40,4,2985,489,21,2344,1001,124,46,-33.8094452936,-71.6765110141,#f632a3
68,5,REGIÃ“N DE VALPARAÃSO,57,SAN FELIPE DE ACONCAGUA,5701,5701,SAN FELIPE,76480,36910,39391,5150,8413,50488,7793,2400,3636,27556,35,24669,27591,25386,23812,3202,2,124,276,23,117,4872,15396,1948,767,1551,34,5946,1326,17083,78,7,55,10,21710,337,1778,528,92,19759,4437,144,23989,396,89,30,-32.73639625300002,-70.75295835679992,#f632a3
69,5,REGIÃ“N DE VALPARAÃSO,57,SAN FELIPE DE ACONCAGUA,5702,5702,CATEMU,13957,6957,7000,711,1526,9086,1455,122,576,5149,6,4431,5155,4530,4976,4,2,13,130,1,23,218,2434,1203,462,91,10,479,5,3887,9,1,15,9,3721,132,321,212,20,3249,1089,49,4141,194,34,41,-32.7073168664,-70.9446388023,#f632a3
70,5,REGIÃ“N DE VALPARAÃSO,57,SAN FELIPE DE ACONCAGUA,5703,5703,LLAILLAY,24570,12135,12337,1787,2634,16137,2742,335,1464,8906,14,7854,8920,7957,8104,584,3,34,149,2,30,652,4450,1925,660,126,16,705,290,6763,13,4,24,5,6948,231,410,185,26,6233,1468,66,7412,244,118,41,-32.8880576134,-70.90173263709997,#f632a3
71,5,REGIÃ“N DE VALPARAÃSO,57,SAN FELIPE DE ACONCAGUA,5704,5704,PANQUEHUE,7273,3626,3538,479,799,4818,744,15,258,2509,5,2217,2514,2239,2435,0,0,10,60,0,4,92,1437,463,149,65,3,238,3,1945,16,0,8,0,1871,83,160,91,1,1688,500,12,1762,432,9,4,-32.793697020100005,-70.8283122248,#1381c0
72,5,REGIÃ“N DE VALPARAÃSO,57,SAN FELIPE DE ACONCAGUA,5705,5705,PUTAENDO,16742,8312,8369,1156,1815,10867,2322,202,1043,6307,25,5242,6332,5312,6056,0,2,23,191,7,28,226,2238,1331,475,937,27,605,4,4573,18,2,10,13,4195,249,360,334,82,3149,1958,102,4903,112,85,119,-32.4811133119,-70.52123023490002,#f632a3
